Entry	Entry name	Gene names	EC number
Q6UX72	B3GN9_HUMAN	B3GNT9 UNQ1922/PRO4397	2.4.1.-
O14815	CAN9_HUMAN	CAPN9 NCL4	3.4.22.-
P55212	CASP6_HUMAN	CASP6 MCH2	3.4.22.59
P14091	CATE_HUMAN	CTSE	3.4.23.34
O00311	CDC7_HUMAN	CDC7 CDC7L1	2.7.11.1
P07339	CATD_HUMAN	CTSD CPSD	3.4.23.5
Q96M02	CJ090_HUMAN	C10orf90 FATS	2.3.2.-
Q9BYF1	ACE2_HUMAN	ACE2 UNQ868/PRO1885	3.4.17.23; 3.4.17.-
Q9UM73	ALK_HUMAN	ALK	2.7.10.1
Q6DHV7	ADAL_HUMAN	ADAL ADAL1	3.5.4.-
P30038	AL4A1_HUMAN	ALDH4A1 ALDH4 P5CDH	1.2.1.88
P98198	AT8B2_HUMAN	ATP8B2 ATPID KIAA1137	7.6.2.1
P20648	ATP4A_HUMAN	ATP4A	7.2.2.19
O43683	BUB1_HUMAN	BUB1 BUB1L	2.7.11.1
Q8IWQ3	BRSK2_HUMAN	BRSK2 C11orf7 PEN11B SADA STK29 HUSSY-12	2.7.11.1; 2.7.11.26
Q9UBR2	CATZ_HUMAN	CTSZ	3.4.18.1
Q96KP4	CNDP2_HUMAN	CNDP2 CN2 CPGL HEL-S-13 PEPA	3.4.13.18
P10398	ARAF_HUMAN	ARAF ARAF1 PKS PKS2	2.7.11.1
O15033	AREL1_HUMAN	AREL1 KIAA0317	2.3.2.26
Q9NR09	BIRC6_HUMAN	BIRC6 KIAA1289	2.3.2.27
Q96CA5	BIRC7_HUMAN	BIRC7 KIAP LIVIN MLIAP RNF50 UNQ5800/PRO19607/PRO21344	2.3.2.27
Q9UBX8	B4GT6_HUMAN	B4GALT6	2.4.1.-; 2.4.1.274
O00154	BACH_HUMAN	ACOT7 BACH	3.1.2.2
Q9BYG0	B3GN5_HUMAN	B3GNT5	2.4.1.206
P15169	CBPN_HUMAN	CPN1 ACBP	3.4.17.3
Q96G23	CERS2_HUMAN	CERS2 LASS2 TMSG1	2.3.1.-; 2.3.1.24
Q9UQC9	CLCA2_HUMAN	CLCA2 CACC3	3.4.-.-
P38398	BRCA1_HUMAN	BRCA1 RNF53	2.3.2.27
Q9UI42	CBPA4_HUMAN	CPA4 CPA3 UNQ694/PRO1339	3.4.17.-
P00915	CAH1_HUMAN	CA1	4.2.1.1
P11586	C1TC_HUMAN	MTHFD1 MTHFC MTHFD	1.5.1.5; 3.5.4.9; 6.3.4.3
P10809	CH60_HUMAN	HSPD1 HSP60	5.6.1.7
Q16878	CDO1_HUMAN	CDO1	1.13.11.20
Q9GZS9	CHST5_HUMAN	CHST5	2.8.2.-
P45844	ABCG1_HUMAN	ABCG1 ABC8 WHT1	7.6.2.-
Q9BT30	ALKB7_HUMAN	ALKBH7 ABH7 SPATA11 UNQ6002/PRO34564	1.14.11.-
Q9Y235	ABEC2_HUMAN	APOBEC2	3.5.4.36
P30837	AL1B1_HUMAN	ALDH1B1 ALDH5 ALDHX	1.2.1.3
Q9H553	ALG2_HUMAN	ALG2 UNQ666/PRO1298	2.4.1.132; 2.4.1.257
Q58HT5	AWAT1_HUMAN	AWAT1 DGA2 DGAT2L3	2.3.1.75
P13497	BMP1_HUMAN	BMP1 PCOLC	3.4.24.19
Q5VU57	CBPC6_HUMAN	AGBL4 CCP6	3.4.17.-
Q13085	ACACA_HUMAN	ACACA ACAC ACC1 ACCA	6.4.1.2
P11310	ACADM_HUMAN	ACADM	1.3.8.7
P52895	AK1C2_HUMAN	AKR1C2 DDH2	1.-.-.-; 1.3.1.20; 1.1.1.357
Q96PN6	ADCYA_HUMAN	ADCY10 SAC	4.6.1.1
Q9BRR6	ADPGK_HUMAN	ADPGK PSEC0260	2.7.1.147
Q86TL0	ATG4D_HUMAN	ATG4D APG4D AUTL4	3.4.22.-
P15538	C11B1_HUMAN	CYP11B1 S11BH	1.14.15.4
Q9NPZ5	B3GA2_HUMAN	B3GAT2 GLCATS KIAA1963	2.4.1.135
P56202	CATW_HUMAN	CTSW	3.4.22.-
O95674	CDS2_HUMAN	CDS2	2.7.7.41
Q9NPC4	A4GAT_HUMAN	A4GALT A14GALT A4GALT1	2.4.1.228
Q5VUY2	ADCL4_HUMAN	AADACL4	3.1.1.-
P51689	ARSD_HUMAN	ARSD	3.1.6.-
P16278	BGAL_HUMAN	GLB1 ELNR1	3.2.1.23
P07384	CAN1_HUMAN	CAPN1 CANPL1 PIG30	3.4.22.52
Q6ZSI9	CAN12_HUMAN	CAPN12	3.4.22.-
O43505	B4GA1_HUMAN	B4GAT1 B3GNT1 B3GNT6	2.4.1.-
O00257	CBX4_HUMAN	CBX4	2.3.2.-
Q8N4T0	CBPA6_HUMAN	CPA6 CPAH	3.4.17.-
P00736	C1R_HUMAN	C1R	3.4.21.41
O14646	CHD1_HUMAN	CHD1	3.6.4.12
Q70JA7	CHSS3_HUMAN	CHSY3 CHSY2 CSS3	2.4.1.175; 2.4.1.226
Q00535	CDK5_HUMAN	CDK5 CDKN5	2.7.11.1
Q9NRN7	ADPPT_HUMAN	AASDHPPT CGI-80 HAH-P HSPC223 x0005	2.7.8.7
Q8NFD2	ANKK1_HUMAN	ANKK1 PKK2 SGK288	2.7.11.1
Q8TDC3	BRSK1_HUMAN	BRSK1 KIAA1811 SAD1 SADB	2.7.11.1; 2.7.11.26
Q8NCR0	B3GL2_HUMAN	B3GALNT2	2.4.1.313
Q9Y5Z0	BACE2_HUMAN	BACE2 AEPLC ALP56 ASP21 CDA13 UNQ418/PRO852	3.4.23.45
A4D256	CC14C_HUMAN	CDC14C CDC14B2 CDC14Bretro	3.1.3.16; 3.1.3.48
P16152	CBR1_HUMAN	CBR1 CBR CRN SDR21C1	1.1.1.184; 1.1.1.196; 1.1.1.197; 1.1.1.189
P14384	CBPM_HUMAN	CPM	3.4.17.12
Q92851	CASPA_HUMAN	CASP10 MCH4	3.4.22.63
Q15131	CDK10_HUMAN	CDK10	2.7.11.22
Q9ULM6	CNOT6_HUMAN	CNOT6 CCR4 CCR4a KIAA1194	3.1.13.4
Q00532	CDKL1_HUMAN	CDKL1	2.7.11.22
P45381	ACY2_HUMAN	ASPA ACY2 ASP	3.5.1.15
P51648	AL3A2_HUMAN	ALDH3A2 ALDH10 FALDH	1.2.1.3; 1.2.1.94
Q6HA08	ASTL_HUMAN	ASTL	3.4.-.-
Q9UQB9	AURKC_HUMAN	AURKC AIE2 AIK3 AIRK3 ARK3 STK13	2.7.11.1
Q86WA6	BPHL_HUMAN	BPHL MCNAA	3.1.-.-
Q5VTR2	BRE1A_HUMAN	RNF20 BRE1A	2.3.2.27
Q5MAI5	CDKL4_HUMAN	CDKL4	2.7.11.22
Q9UMQ6	CAN11_HUMAN	CAPN11	3.4.22.-
P08217	CEL2A_HUMAN	CELA2A ELA2A	3.4.21.71
Q8NE62	CHDH_HUMAN	CHDH	1.1.99.1
Q07912	ACK1_HUMAN	TNK2 ACK1	2.7.10.2; 2.7.11.1
P13798	ACPH_HUMAN	APEH D3F15S2 D3S48E DNF15S2	3.4.19.1
O95870	ABHGA_HUMAN	ABHD16A BAT5 G5 NG26 PP199	3.1.-.-; 3.1.1.23
Q96I13	ABHD8_HUMAN	ABHD8	3.-.-.-
P07741	APT_HUMAN	APRT	2.4.2.7
P28838	AMPL_HUMAN	LAP3 LAPEP PEPS	3.4.11.1; 3.4.13.23; 3.4.11.5
O95450	ATS2_HUMAN	ADAMTS2 PCINP PCPNI	3.4.24.14
Q6DD88	ATLA3_HUMAN	ATL3	3.6.5.-
P56817	BACE1_HUMAN	BACE1 BACE KIAA1149	3.4.23.46
Q92793	CBP_HUMAN	CREBBP CBP	2.3.1.48; 2.3.1.-
P31944	CASPE_HUMAN	CASP14	3.4.22.-
Q86TX2	ACOT1_HUMAN	ACOT1 CTE1	3.1.2.-; 3.1.2.2
P14621	ACYP2_HUMAN	ACYP2 ACYP	3.6.1.7
P05062	ALDOB_HUMAN	ALDOB ALDB	4.1.2.13
Q8NER5	ACV1C_HUMAN	ACVR1C ALK7	2.7.11.30
Q96DT6	ATG4C_HUMAN	ATG4C APG4C AUTL1 AUTL3	3.4.22.-
P54687	BCAT1_HUMAN	BCAT1 BCT1 ECA39	2.6.1.42
Q9UBR1	BUP1_HUMAN	UPB1 BUP1	3.5.1.6
O75808	CAN15_HUMAN	CAPN15 SOLH	3.4.22.-
P48052	CBPA2_HUMAN	CPA2	3.4.17.15
Q9Y646	CBPQ_HUMAN	CPQ LCH1 PGCP	3.4.17.-
Q9H2F3	3BHS7_HUMAN	HSD3B7	1.1.1.-; 1.1.1.181
Q53FZ2	ACSM3_HUMAN	ACSM3 SAH	6.2.1.2; 6.2.1.17
P78325	ADAM8_HUMAN	ADAM8 MS2	3.4.24.-
Q3LIE5	ADPRM_HUMAN	ADPRM C17orf48 MDS006 Nbla03831	3.6.1.13; 3.6.1.16; 3.6.1.53
Q01433	AMPD2_HUMAN	AMPD2	3.5.4.6
Q8NB90	AFG2H_HUMAN	SPATA5 AFG2 SPAF	3.6.4.10
Q8NDY3	ARHL1_HUMAN	ADPRHL1 ARH2	3.2.-.-
P27695	APEX1_HUMAN	APEX1 APE APE1 APEX APX HAP1 REF1	3.1.-.-
O75173	ATS4_HUMAN	ADAMTS4 KIAA0688 UNQ769/PRO1563	3.4.24.82
O75752	B3GL1_HUMAN	B3GALNT1 B3GALT3 UNQ531/PRO1074	2.4.1.79
Q9BWV3	CDAC1_HUMAN	CDADC1	3.5.4.5
P00519	ABL1_HUMAN	ABL1 ABL JTK7	2.7.10.2
Q8WYK0	ACO12_HUMAN	ACOT12 CACH CACH1 STARD15	3.1.2.1
P55789	ALR_HUMAN	GFER ALR HERV1 HPO	1.8.3.2
Q9UBZ4	APEX2_HUMAN	APEX2 APE2 APEXL2 XTH2	3.1.-.-
O95260	ATE1_HUMAN	ATE1	2.3.2.8
Q92560	BAP1_HUMAN	BAP1 KIAA0272 hucep-6	3.4.19.12
Q9Y5Z6	B3GT1_HUMAN	B3GALT1	2.4.1.86
P00918	CAH2_HUMAN	CA2	4.2.1.1
P06493	CDK1_HUMAN	CDK1 CDC2 CDC28A CDKN1 P34CDC2	2.7.11.22; 2.7.11.23
Q9UNA3	A4GCT_HUMAN	A4GNT	2.4.1.-
Q9BXI3	5NT1A_HUMAN	NT5C1A	3.1.3.5
Q7L211	ABHDD_HUMAN	ABHD13 C13orf6	3.-.-.-
P10323	ACRO_HUMAN	ACR ACRS	3.4.21.10
P51857	AK1D1_HUMAN	AKR1D1 SRD5B1	1.3.1.3
P15144	AMPN_HUMAN	ANPEP APN CD13 PEPN	3.4.11.2
Q76LX8	ATS13_HUMAN	ADAMTS13 C9orf8 UNQ6102/PRO20085	3.4.24.87
P54132	BLM_HUMAN	BLM RECQ2 RECQL3	3.6.4.12
P51451	BLK_HUMAN	BLK	2.7.10.2
O60513	B4GT4_HUMAN	B4GALT4 UNQ552/PRO1109	2.4.1.-; 2.4.1.275; 2.4.1.90
O60909	B4GT2_HUMAN	B4GALT2	2.4.1.-; 2.4.1.38; 2.4.1.22; 2.4.1.90
Q6ZUV0	BACHL_HUMAN	ACOT7L BACHL	3.1.2.2
Q8IVL8	CBPO_HUMAN	CPO	3.4.17.-
Q16667	CDKN3_HUMAN	CDKN3 CDI1 CIP2 KAP	3.1.3.16; 3.1.3.48
Q9H2A9	CHST8_HUMAN	CHST8	2.8.2.-
Q6UXT9	ABH15_HUMAN	ABHD15 UNQ6510/PRO21435	3.1.1.-
O15254	ACOX3_HUMAN	ACOX3 BRCOX PRCOX	1.3.3.6
P36639	8ODP_HUMAN	NUDT1 MTH1	3.6.1.55; 3.6.1.56
Q13510	ASAH1_HUMAN	ASAH1 ASAH HSD-33 HSD33	3.5.1.23; 3.5.1.-
O14874	BCKD_HUMAN	BCKDK	2.7.11.4
A8MX76	CAN14_HUMAN	CAPN14	3.4.22.-
Q5QJU3	ACER2_HUMAN	ACER2 ASAH3L PP11646	3.5.1.-; 3.5.1.23
Q8NFV4	ABHDB_HUMAN	ABHD11 WBSCR21 PP1226	3.-.-.-
P00352	AL1A1_HUMAN	ALDH1A1 ALDC ALDH1 PUMB1	1.2.1.-; 1.2.1.36
P15121	ALDR_HUMAN	AKR1B1 ALDR1 ALR2	1.1.1.300; 1.1.1.372; 1.1.1.54; 1.1.1.21
Q6P6C2	ALKB5_HUMAN	ALKBH5 ABH5 OFOXD1	1.14.11.53
P19961	AMY2B_HUMAN	AMY2B	3.2.1.1
P98196	AT11A_HUMAN	ATP11A ATPIH ATPIS KIAA1021	7.6.2.1
Q7L266	ASGL1_HUMAN	ASRGL1 ALP CRASH	3.4.19.5; 3.5.1.1
P17405	ASM_HUMAN	SMPD1 ASM	3.1.4.12
Q9NY97	B3GN2_HUMAN	B3GNT2 B3GALT7 B3GNT1	2.4.1.149
P53701	CCHL_HUMAN	HCCS CCHL	4.4.1.17
Q96MI9	CBPC4_HUMAN	AGBL1 CCP4	3.4.17.-
Q86X55	CARM1_HUMAN	CARM1 PRMT4	2.1.1.319
Q14289	FAK2_HUMAN	PTK2B FAK2 PYK2 RAFTK	2.7.10.2
Q10471	GALT2_HUMAN	GALNT2	2.4.1.41
Q9H3Q3	G3ST2_HUMAN	GAL3ST2 GP3ST	2.8.2.-
P04066	FUCO_HUMAN	FUCA1 Nbla10230	3.2.1.51
P13284	GILT_HUMAN	IFI30 GILT IP30	1.8.-.-
Q6ZS86	GLPK5_HUMAN	GK5	2.7.1.30
Q6MZM0	HPHL1_HUMAN	HEPHL1	1.16.3.1
Q6NXR0	IIGP5_HUMAN	IRGC IIGP5 IRGC1	3.6.5.-
O60229	KALRN_HUMAN	KALRN DUET DUO HAPIP TRAD	2.7.11.1
Q06136	KDSR_HUMAN	KDSR FVT1 SDR35C1	1.1.1.102
Q96GR2	ACBG1_HUMAN	ACSBG1 BGM KIAA0631 LPD	6.2.1.3
Q96BT7	ALKB8_HUMAN	ALKBH8 ABH8	1.14.11.-; 2.1.1.229
P08519	APOA_HUMAN	LPA	3.4.21.-
P11245	ARY2_HUMAN	NAT2 AAC2	2.3.1.5
Q8IXQ9	ETKMT_HUMAN	ETFBKMT C12orf72 METTL20	2.1.1.-
Q13547	HDAC1_HUMAN	HDAC1 RPD3L1	3.5.1.98
Q92743	HTRA1_HUMAN	HTRA1 HTRA PRSS11	3.4.21.-
Q04756	HGFA_HUMAN	HGFAC	3.4.21.-
Q5T8I9	HENMT_HUMAN	HENMT1 C1orf59	2.1.1.n8
O95461	LARG1_HUMAN	LARGE1 KIAA0609 LARGE	2.4.-.-; 2.4.2.-; 2.4.1.-
Q86XE5	HOGA1_HUMAN	HOGA1 C10orf65 DHDPSL	4.1.3.16
O00142	KITM_HUMAN	TK2	2.7.1.21
O15229	KMO_HUMAN	KMO	1.14.13.9
Q8NEZ4	KMT2C_HUMAN	KMT2C HALR KIAA1506 MLL3	2.1.1.354
O43813	LANC1_HUMAN	LANCL1 GPR69A	2.5.1.18
Q92993	KAT5_HUMAN	KAT5 HTATIP TIP60	2.3.1.48
P38571	LICH_HUMAN	LIPA	3.1.1.13
P0DTE8	AMY1C_HUMAN	AMY1C AMY1	3.2.1.1
Q8NBU5	ATAD1_HUMAN	ATAD1 FNP001	3.6.1.-
Q9UHI8	ATS1_HUMAN	ADAMTS1 KIAA1346 METH1	3.4.24.-
P29323	EPHB2_HUMAN	EPHB2 DRT EPHT3 EPTH3 ERK HEK5 TYRO5	2.7.10.1
Q6UWW8	EST3_HUMAN	CES3 UNQ869/PRO1887	3.1.1.1
Q8N4E7	FTMT_HUMAN	FTMT	1.16.3.1
Q9C0B1	FTO_HUMAN	FTO KIAA1752	1.14.11.-; 1.14.11.53
Q6P531	GGT6_HUMAN	GGT6	3.4.19.13; 2.3.2.2
Q9BVM4	GGACT_HUMAN	GGACT A2LD1	4.3.2.8
Q8WTR4	GDPD5_HUMAN	GDPD5 GDE2 PP6037 PP9363 UNQ1850/PRO3580	3.1.4.2; 3.1.4.11
Q9NZC3	GDE1_HUMAN	GDE1 MIR16	3.1.4.44; 3.1.4.-
Q7Z3D6	GLUCM_HUMAN	DGLUCY C14orf159 UNQ2439/PRO5000	4.2.1.48
Q9Y2T3	GUAD_HUMAN	GDA KIAA1258	3.5.4.3
Q8IX06	GOR_HUMAN	REXO1L1P GOR REXO1L1	3.1.-.-
Q6PII5	HAGHL_HUMAN	HAGHL	3.1.2.-
Q6YN16	HSDL2_HUMAN	HSDL2 C9orf99 SDR13C1	1.-.-.-
P35914	HMGCL_HUMAN	HMGCL	4.1.3.4
Q8IWW8	HOT_HUMAN	ADHFE1 HMFT2263	1.1.99.24
Q14197	ICT1_HUMAN	MRPL58 DS1 ICT1	3.1.1.29
Q9NX62	IMPA3_HUMAN	BPNT2 IMPA3 IMPAD1	3.1.3.7
Q9H0C8	ILKAP_HUMAN	ILKAP	3.1.3.16
P32019	I5P2_HUMAN	INPP5B OCRL2	3.1.3.36
Q12794	HYAL1_HUMAN	HYAL1 LUCA1	3.2.1.35
Q2TAA2	IAH1_HUMAN	IAH1	3.1.-.-
P38919	IF4A3_HUMAN	EIF4A3 DDX48 KIAA0111	3.6.4.13
Q05655	KPCD_HUMAN	PRKCD	2.7.11.13; 2.7.10.2
P22303	ACES_HUMAN	ACHE	3.1.1.7
Q8N6M5	ALLC_HUMAN	ALLC	3.5.3.4
Q9Y305	ACOT9_HUMAN	ACOT9 CGI-16	3.1.2.-
Q86V21	AACS_HUMAN	AACS ACSF1	6.2.1.16
P17516	AK1C4_HUMAN	AKR1C4 CHDR	1.1.1.-; 1.1.1.357; 1.1.1.225
P21397	AOFA_HUMAN	MAOA	1.4.3.4
Q9H9S5	FKRP_HUMAN	FKRP	2.4.2.-
Q9Y680	FKBP7_HUMAN	FKBP7 FKBP23 UNQ670/PRO1304	5.2.1.8
Q01740	FMO1_HUMAN	FMO1	1.14.13.8
Q9HCG7	GBA2_HUMAN	GBA2 KIAA1605 SPG46 AD035	3.2.1.45; 2.4.1.-; 3.2.1.-
Q6IB77	GLYAT_HUMAN	GLYAT ACGNAT CAT GAT	2.3.1.13; 2.3.1.71
P21695	GPDA_HUMAN	GPD1	1.1.1.8
Q8N335	GPD1L_HUMAN	GPD1L KIAA0089	1.1.1.8
O14686	KMT2D_HUMAN	KMT2D ALR MLL2 MLL4	2.1.1.354
Q99424	ACOX2_HUMAN	ACOX2	1.17.99.3
Q8WXI4	ACO11_HUMAN	ACOT11 BFIT KIAA0707 THEA	3.1.2.-; 3.1.2.2
P21589	5NTD_HUMAN	NT5E NT5 NTE	3.1.3.5
Q4L235	ACSF4_HUMAN	AASDH ACSF4 U26 HSPC318	6.2.1.-
Q96GQ7	DDX27_HUMAN	DDX27 cPERP-F RHLP HSPC259 PP3241	3.6.4.13
P23743	DGKA_HUMAN	DGKA DAGK DAGK1	2.7.1.107
Q8NBQ5	DHB11_HUMAN	HSD17B11 DHRS8 PAN1B SDR16C2 PSEC0029 UNQ207/PRO233	1.1.1.62
P0DPD7	EFMT4_HUMAN	EEF1AKMT4	2.1.1.-
Q9Y6X5	ENPP4_HUMAN	ENPP4 KIAA0879 NPP4	3.6.1.29
Q99504	EYA3_HUMAN	EYA3	3.1.3.48
A6NNW6	ENO4_HUMAN	ENO4 C10orf134	4.2.1.11
Q8NCL4	GALT6_HUMAN	GALNT6	2.4.1.41
Q9H3H5	GPT_HUMAN	DPAGT1 DPAGT2	2.7.8.15
A0A0U1RQE8	GLYLB_HUMAN	GLYATL1B	2.3.1.68
A1L0T0	HACL2_HUMAN	ILVBL AHAS HACL2	4.1.2.-
P54819	KAD2_HUMAN	AK2 ADK2	2.7.4.3
Q9NUZ1	ACOXL_HUMAN	ACOXL	1.3.3.-
O00767	ACOD_HUMAN	SCD	1.14.19.1
Q8TB40	ABHD4_HUMAN	ABHD4	3.1.1.-
Q9H013	ADA19_HUMAN	ADAM19 MLTNB FKSG34	3.4.24.-
Q86W34	AMZ2_HUMAN	AMZ2 BM-014	3.4.-.-
P54793	ARSF_HUMAN	ARSF	3.1.6.-
P17707	DCAM_HUMAN	AMD1 AMD	4.1.1.50
O60231	DHX16_HUMAN	DHX16 DBP2 DDX16 KIAA0577 PRP2	3.6.4.13
Q9H5Z1	DHX35_HUMAN	DHX35 C20orf15 DDX35	3.6.4.13
P02794	FRIH_HUMAN	FTH1 FTH FTHL6 OK/SW-cl.84 PIG15	1.16.3.1
P42126	ECI1_HUMAN	ECI1 DCI	5.3.3.8
Q9UQ16	DYN3_HUMAN	DNM3 KIAA0820	3.6.5.5
P55084	ECHB_HUMAN	HADHB MSTP029	2.3.1.155; 2.3.1.16
Q8N6R0	EFNMT_HUMAN	EEF1AKNMT KIAA0859 METTL13 CGI-01	2.1.1.-; 2.1.1.-
O43909	EXTL3_HUMAN	EXTL3 EXTL1L EXTR1 KIAA0519	2.4.1.223
P06865	HEXA_HUMAN	HEXA	3.2.1.52
Q8TAC2	JOS2_HUMAN	JOSD2 SBBI54	3.4.19.12
Q9UEF7	KLOT_HUMAN	KL	3.2.1.31
Q96RR4	KKCC2_HUMAN	CAMKK2 CAMKKB KIAA0787	2.7.11.17
O60259	KLK8_HUMAN	KLK8 NRPN PRSS19 TADG14 UNQ283/PRO322	3.4.21.118
Q15181	IPYR_HUMAN	PPA1 IOPPP PP	3.6.1.1
Q7LBC6	KDM3B_HUMAN	KDM3B C5orf7 JHDM2B JMJD1B KIAA1082	1.14.11.65
P78368	KC1G2_HUMAN	CSNK1G2 CK1G2	2.7.11.1
Q05513	KPCZ_HUMAN	PRKCZ PKC2	2.7.11.13
Q6P093	ADCL2_HUMAN	AADACL2	3.1.1.-
Q9Y2G3	AT11B_HUMAN	ATP11B ATPIF ATPIR KIAA0956	7.6.2.1
Q7L5A8	FA2H_HUMAN	FA2H FAAH FAXDC1	1.14.18.-
Q01415	GALK2_HUMAN	GALK2 GK2	2.7.1.157
Q6ZQY3	GADL1_HUMAN	GADL1	4.1.1.11; 4.1.1.29
Q14353	GAMT_HUMAN	GAMT	2.1.1.2
Q9Y231	FUT9_HUMAN	FUT9	2.4.1.152
P07203	GPX1_HUMAN	GPX1	1.11.1.9
Q9BQS7	HEPH_HUMAN	HEPH KIAA0698 UNQ2562/PRO6242	1.-.-.-
Q8TCT9	HM13_HUMAN	HM13 H13 IMP1 PSL3 SPP MSTP086	3.4.23.-
Q9Y662	HS3SB_HUMAN	HS3ST3B1 3OST3B1 HS3ST3B	2.8.2.30
P09601	HMOX1_HUMAN	HMOX1 HO HO1	1.14.14.18
Q9Y661	HS3S4_HUMAN	HS3ST4 3OST4	2.8.2.23
Q96LU5	IMP1L_HUMAN	IMMP1L	3.4.21.-
Q2M3T9	HYAL4_HUMAN	HYAL4	3.2.1.35
P23677	IP3KA_HUMAN	ITPKA	2.7.1.127
O15327	INP4B_HUMAN	INPP4B	3.1.3.66
P17174	AATC_HUMAN	GOT1	2.6.1.1; 2.6.1.3
Q6PCB6	AB17C_HUMAN	ABHD17C FAM108C1	3.1.2.22
Q5VST6	AB17B_HUMAN	ABHD17B C9orf77 FAM108B1 CGI-67	3.1.2.22
P28330	ACADL_HUMAN	ACADL	1.3.8.8
Q16671	AMHR2_HUMAN	AMHR2 AMHR MISR2	2.7.11.30
P43353	AL3B1_HUMAN	ALDH3B1 ALDH7	1.2.1.28; 1.2.1.5; 1.2.1.7
Q6GMV1	ALG1L_HUMAN	ALG1L	2.4.1.-
Q15375	EPHA7_HUMAN	EPHA7 EHK3 HEK11	2.7.10.1
P06733	ENOA_HUMAN	ENO1 ENO1L1 MBPB1 MPB1	4.2.1.11
Q9UBQ6	EXTL2_HUMAN	EXTL2 EXTR2	2.4.1.223
P08709	FA7_HUMAN	F7	3.4.21.21
P29317	EPHA2_HUMAN	EPHA2 ECK	2.7.10.1
P16930	FAAA_HUMAN	FAH	3.7.1.2
Q9BVA6	FICD_HUMAN	FICD HIP13 HYPE UNQ3041/PRO9857	2.7.7.n1; 3.1.4.-
P18074	ERCC2_HUMAN	ERCC2 XPD XPDC	3.6.4.12
P49356	FNTB_HUMAN	FNTB	2.5.1.58
Q14296	FASTK_HUMAN	FASTK	2.7.11.8
Q9BYC5	FUT8_HUMAN	FUT8	2.4.1.68
Q14409	GLPK3_HUMAN	GK3P GKP3 GKTB	2.7.1.30
Q9UBQ7	GRHPR_HUMAN	GRHPR GLXR MSTP035	1.1.1.79; 1.1.1.81
Q8TDG4	HELQ_HUMAN	HELQ HEL308	3.6.4.12
A4D126	ISPD_HUMAN	CRPPA ISPD	2.7.7.40
Q9NP60	IRPL2_HUMAN	IL1RAPL2 IL1R9	3.2.2.6
O95050	INMT_HUMAN	INMT	2.1.1.49; 2.1.1.96
Q9NPJ3	ACO13_HUMAN	ACOT13 THEM2 HT012 PNAS-27	3.1.2.-; 3.1.2.2
P16219	ACADS_HUMAN	ACADS	1.3.8.1
P53396	ACLY_HUMAN	ACLY	2.3.3.8
P33897	ABCD1_HUMAN	ABCD1 ALD	7.6.2.4
P54922	ADPRH_HUMAN	ADPRH ARH1	3.2.2.19
Q9Y4D2	DGLA_HUMAN	DAGLA C11orf11 KIAA0659 NSDDR	3.1.1.-
Q7Z5J1	DHI1L_HUMAN	HSD11B1L HSD3 SCDR10 SDR26C2	1.1.1.-
P09622	DLDH_HUMAN	DLD GCSL LAD PHE3	1.8.1.4
Q2TB90	HKDC1_HUMAN	HKDC1	2.7.1.1
P12821	ACE_HUMAN	ACE DCP DCP1	3.2.1.-; 3.4.15.1
Q14147	DHX34_HUMAN	DHX34 DDX34 KIAA0134	3.6.4.13
P09172	DOPO_HUMAN	DBH	1.14.17.1
O43598	DNPH1_HUMAN	DNPH1 C6orf108 RCL	3.2.2.-
Q9ULA0	DNPEP_HUMAN	DNPEP ASPEP DAP	3.4.11.21
Q13115	DUS4_HUMAN	DUSP4 MKP2 VH2	3.1.3.16; 3.1.3.48
P00374	DYR_HUMAN	DHFR	1.5.1.3
Q14117	DPYS_HUMAN	DPYS	3.5.2.2
P54762	EPHB1_HUMAN	EPHB1 ELK EPHT2 HEK6 NET	2.7.10.1
P36959	GMPR1_HUMAN	GMPR GMPR1	1.7.1.7
Q7RTV2	GSTA5_HUMAN	GSTA5	2.5.1.18
P0CG29	GST2_HUMAN	GSTT2	2.5.1.18
Q8IYU2	HACE1_HUMAN	HACE1 KIAA1320	2.3.2.26
Q6NUN0	ACSM5_HUMAN	ACSM5 MACS3	6.2.1.2
Q5BKT4	AG10A_HUMAN	ALG10 ALG10A	2.4.1.256
O14672	ADA10_HUMAN	ADAM10 KUZ MADM	3.4.24.81
O95376	ARI2_HUMAN	ARIH2 ARI2 TRIAD1 HT005	2.3.2.31
Q9Y4P1	ATG4B_HUMAN	ATG4B APG4B AUTL1 KIAA0943	3.4.22.-
O43861	ATP9B_HUMAN	ATP9B ATPIIB NEO1L HUSSY-20	7.6.2.1
Q9UBX1	CATF_HUMAN	CTSF	3.4.22.41
O96017	CHK2_HUMAN	CHEK2 CDS1 CHK2 RAD53	2.7.11.1
P60953	CDC42_HUMAN	CDC42	3.6.5.2
O94921	CDK14_HUMAN	CDK14 KIAA0834 PFTK1	2.7.11.22
Q2PZI1	D19L1_HUMAN	DPY19L1 GA0500 KIAA0877	2.4.1.-
Q6ZPD9	D19L3_HUMAN	DPY19L3	2.4.1.-
Q7Z388	D19L4_HUMAN	DPY19L4	2.4.1.-
Q6QHC5	DEGS2_HUMAN	DEGS2 C14orf66	1.14.18.5; 1.14.19.17
Q9UK59	DBR1_HUMAN	DBR1	3.1.-.-
O95822	DCMC_HUMAN	MLYCD	4.1.1.9
Q16854	DGUOK_HUMAN	DGUOK DGK	2.7.1.113; 2.7.1.76
